NA_NA_NA_(1);A.thaliana_root_whole_root_5d_(2);A.thaliana_root_whole_root_5d_(3);A.thaliana_root_whole_root_5d_(1);A.lyrata_root_whole_root_6d_(2);A.lyrata_root_whole_root_6d_(3);A.lyrata_root_whole_root_6d_(1);C.rubella_root_whole_root_4d_(2);C.rubella_root_whole_root_4d_(3);C.rubella_root_whole_root_4d_(1);E.salsugineum_root_whole_root_6d_(2);E.salsugineum_root_whole_root_6d_(3);E.salsugineum_root_whole_root_6d_(1);A.thaliana_hypocotyl_10d_(2);A.thaliana_hypocotyl_10d_(3);A.thaliana_hypocotyl_10d_(1);A.lyrata_hypocotyl_12d_(2);A.lyrata_hypocotyl_12d_(3);A.lyrata_hypocotyl_12d_(1);C.rubella_hypocotyl_9d_(2);C.rubella_hypocotyl_9d_(3);C.rubella_hypocotyl_9d_(1);E.salsugineum_hypocotyl_12d_(2);E.salsugineum_hypocotyl_12d_(3);E.salsugineum_hypocotyl_12d_(1);A.thaliana_leaf_1+2_7d_(2);A.thaliana_leaf_1+2_7d_(3);A.thaliana_leaf_1+2_7d_(1);A.lyrata_leaf_1+2_10d_(2);A.lyrata_leaf_1+2_10d_(3);A.lyrata_leaf_1+2_10d_(1);C.rubella_leaf_1+2_7d_(2);C.rubella_leaf_1+2_7d_(3);C.rubella_leaf_1+2_7d_(1);E.salsugineum_leaf_1+2_9d_(2);E.salsugineum_leaf_1+2_9d_(3);E.salsugineum_leaf_1+2_9d_(1);A.thaliana_apex_vegetative_7d_(2);A.thaliana_apex_vegetative_7d_(3);A.thaliana_apex_vegetative_7d_(1);A.lyrata_apex_vegetative_11d_(2);A.lyrata_apex_vegetative_11d_(3);A.lyrata_apex_vegetative_11d_(1);C.rubella_apex_vegetative_7d_(2);C.rubella_apex_vegetative_7d_(3);C.rubella_apex_vegetative_7d_(1);E.salsugineum_apex_vegetative_9d_(2);E.salsugineum_apex_vegetative_9d_(3);E.salsugineum_apex_vegetative_9d_(1);A.thaliana_apex_inflorescence_21d_(2);A.thaliana_apex_inflorescence_21d_(3);A.thaliana_apex_inflorescence_21d_(1);A.lyrata_apex_inflorescence_8w/10w/13d_(2);A.lyrata_apex_inflorescence_8w/10w/13d_(3);A.lyrata_apex_inflorescence_8w/10w/13d_(1);C.rubella_apex_inflorescence_6w/7w/17d_(2);C.rubella_apex_inflorescence_6w/7w/17d_(3);C.rubella_apex_inflorescence_6w/7w/17d_(1);E.salsugineum_apex_inflorescence_7w/8w/12d_(2);E.salsugineum_apex_inflorescence_7w/8w/12d_(3);E.salsugineum_apex_inflorescence_7w/8w/12d_(1);A.thaliana_flower_stg12_21d+_(2);A.thaliana_flower_stg12_21d+_(3);A.thaliana_flower_stg12_21d+_(1);A.lyrata_flower_stg12_8w/10w/15d_(2);A.lyrata_flower_stg12_8w/10w/15d_(3);A.lyrata_flower_stg12_8w/10w/15d_(1);C.rubella_flower_stg12_6w/7w/20d_(2);C.rubella_flower_stg12_6w/7w/20d_(3);C.rubella_flower_stg12_6w/7w/20d_(1);E.salsugineum_flower_stg12_7w/8w/15d_(2);E.salsugineum_flower_stg12_7w/8w/15d_(3);E.salsugineum_flower_stg12_7w/8w/15d_(1);A.thaliana_flower_stg12_stamens_21d+_(2);A.thaliana_flower_stg12_stamens_21d+_(3);A.thaliana_flower_stg12_stamens_21d+_(1);A.lyrata_flower_mid_stg12_stamens_8w/10w/24d_(2);A.lyrata_flower_mid_stg12_stamens_8w/10w/24d_(3);A.lyrata_flower_mid_stg12_stamens_8w/10w/24d_(1);C.rubella_flower_mid_stg12_stamens_6w/7w/20d_(2);C.rubella_flower_mid_stg12_stamens_6w/7w/20d_(3);C.rubella_flower_mid_stg12_stamens_6w/7w/20d_(1);E.salsugineum_flower_mid_stg12_stamens_7w/8w/17d_(2);E.salsugineum_flower_mid_stg12_stamens_7w/8w/17d_(3);E.salsugineum_flower_mid_stg12_stamens_7w/8w/17d_(1);A.thaliana_flower_early_stg12_carpels_21d+_(2);A.thaliana_flower_early_stg12_carpels_21d+_(3);A.thaliana_flower_early_stg12_carpels_21d+_(1);A.lyrata_flower_early_stg12_carpels_8w/10w/17d_(2);A.lyrata_flower_early_stg12_carpels_8w/10w/17d_(3);A.lyrata_flower_early_stg12_carpels_8w/10w/17d_(1);C.rubella_flower_early_stg12_carpels_6w/7w/21d_(2);C.rubella_flower_early_stg12_carpels_6w/7w/21d_(3);C.rubella_flower_early_stg12_carpels_6w/7w/21d_(1);E.salsugineum_flower_early_stg12_carpels_7w/8w/18d_(2);E.salsugineum_flower_early_stg12_carpels_7w/8w/18d_(3);E.salsugineum_flower_early_stg12_carpels_7w/8w/18d_(1);A.thaliana_flowers_mature_pollen_28d_(2);A.thaliana_flowers_mature_pollen_28d_(3);A.thaliana_flowers_mature_pollen_28d_(1);A.lyrata_flowers_mature_pollen_8w/10w/25d_(2);A.lyrata_flowers_mature_pollen_8w/10w/25d_(3);A.lyrata_flowers_mature_pollen_8w/10w/25d_(1);C.rubella_flowers_mature_pollen_6w/7w/22d_(2);C.rubella_flowers_mature_pollen_6w/7w/22d_(3);C.rubella_flowers_mature_pollen_6w/7w/22d_(1);E.salsugineum_flowers_mature_pollen_7w/8w/17d_(2);E.salsugineum_flowers_mature_pollen_7w/8w/17d_(3);E.salsugineum_flowers_mature_pollen_7w/8w/17d_(1)
ATlnc_1268:ALlnc_6560:CRlnc_892:ESlnc_3074;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.44624256535093;5.451212465697181;5.266212260355523;5.266212260355523;5.612987531216211;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.465011081491092;5.466510326448795;5.923665955078045;5.638121498755683;5.6331471792042755;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;7.0000774301172015;6.693460000687166;7.1543925368769035;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.442973363902194;5.266212260355523;5.266212260355523;5.7860045825917;5.688464966894534;5.68673518715374;5.418601279211835;5.266212260355523;5.266212260355523;5.266212260355523;5.554238672007282;5.266212260355523;5.436114507648301;5.441729269077387;5.266212260355523;5.584746795410714;5.487178883205421;5.589493483342247;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;6.649119292557318;6.63224014833859;6.578390296346235;5.647013567579268;5.529724205434826;5.647367100024222;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.862743902035504;5.800543763623044;7.393941154299155;7.609721480468813;7.597822304643427;5.566729625889543;5.591753154503807;5.845365724451489;5.433893573773487;5.43716120253756;5.436904701396915;5.266212260355523;5.266212260355523;5.52103893061583;5.266212260355523;5.442592544479107;5.511572080529849;5.266212260355523;5.266212260355523;5.591098351451735;5.199599508539844;5.199599508539844;5.199599508539844;8.973787431586443;8.859744515917303;8.736563514408516;5.199599508539844;6.007068136215958;5.199599508539844;8.432521924980913;8.000487344711148;8.042184152740345
ATlnc_1271:ALlnc_1240:CRlnc_911:ESlnc_7071;7.908455055842342;8.064779110894367;8.050438292822486;7.185595794517684;7.2086843930692535;7.032521936050893;7.460946270977521;7.53672014335782;7.356750385868459;7.7138749720895445;7.5742265347767;7.706971993406591;8.56646046901801;8.596042705349321;8.467450443276475;6.908314496917534;7.021176712669549;6.97193578680483;7.401518415664488;7.375854679633787;7.34367231433717;7.947905622678225;7.95812161258951;8.006117077864602;7.7856640815452955;8.074619104963814;7.926274978813119;6.448322682102789;6.731369036295652;6.760422322261863;6.771644163608193;6.729831137272842;6.585884670530201;7.3333602454176035;7.330544082403769;7.073095588301096;8.525374356071469;8.582273235178318;8.63282845919472;7.188716006743759;7.239208429609585;7.051074932522112;7.805834004076551;7.590693378253144;7.5420252328991175;8.998593278012654;8.896586074003375;8.891781558310784;8.670720730426606;8.781233265188693;8.642413347238413;7.233664044694994;7.141818575263107;7.14856495064661;7.98801533201913;7.984398460715213;8.055960462237412;8.859221181763834;8.960534697798302;8.816259144017474;6.673932522223837;6.7172613155086465;6.926688284324484;7.109036513087231;7.088456868747388;6.928795491175802;7.3303240502428695;7.2111254105168205;7.1851368806488;7.672415904959473;7.585115529162554;7.632175878137184;7.277980672709004;7.400019225024842;7.631655169020681;6.344697837714228;6.18513521826785;6.5268940957508;6.835913078013632;6.724421470815863;6.620890876136274;7.112016046370419;7.066017381761622;7.03491093242061;8.649656778308513;8.67288119104621;8.734871535341252;7.497598849307225;7.627961659745003;7.595186252662518;8.069903713010385;7.999614297876543;8.032658062782378;7.742455604765191;7.834409567409053;7.973275305134251;7.403146764246948;6.682422539138321;6.332536343053449;7.207864031301801;7.158658935024368;6.223147891445175;6.18888076674726;5.199599508539844;5.199599508539844;6.187569467183387;6.900610992779335;6.723889136305094
ATlnc_1276:ALlnc_2038:CRlnc_2323:ESlnc_2079;6.01485333841295;6.428782595381942;6.504517891622033;5.266212260355523;5.266212260355523;5.3922831747626905;5.266212260355523;5.266212260355523;5.266212260355523;6.6843709711364925;6.677687855192222;6.6830998365070124;5.997829413324758;5.663805151560544;5.665968744498447;5.266212260355523;5.266212260355523;5.266212260355523;5.634213353753122;5.983723999562238;5.63000015096535;7.166409478741873;7.281359406969379;7.153725049466723;5.266212260355523;5.7204774233527615;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.655310727901098;5.266212260355523;5.266212260355523;7.081926256365398;7.049868373760381;7.137409107594894;5.266212260355523;5.266212260355523;5.266212260355523;5.402010254445037;5.266212260355523;5.266212260355523;6.158871881566094;5.84301389249106;5.871163864406098;7.3125592349156285;7.240941456651929;7.148877213528015;5.564742486119449;5.83384397533125;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.574153598992273;5.58449278717742;5.709352544155511;7.586841545624478;7.612956907022856;7.676756524368984;5.266212260355523;5.632596034943707;5.266212260355523;5.76561631504178;5.824889503703512;5.8029147238970715;6.153257421062792;6.118113828362845;6.362980588777403;6.746006609467948;6.954109865831301;6.884721511356621;5.266212260355523;5.266212260355523;5.266212260355523;6.575288048024611;6.587136842029414;6.750439051449444;7.355677236693903;6.236811178942215;7.104025865487773;7.015258775284229;6.811436256815793;6.813315838669836;5.266212260355523;5.266212260355523;5.266212260355523;5.682497331899931;5.558465592880978;5.623927806503404;5.7069508277143335;5.587818175879671;5.811325258966069;7.2869774458235845;7.2063988979702405;7.140272770094363;5.199599508539844;5.199599508539844;5.199599508539844;7.473183953680739;7.3455728496236885;7.556154763564337;5.199599508539844;5.199599508539844;5.199599508539844;6.476830174763544;6.336579028846148;5.199599508539844
ATlnc_129:ALlnc_1717:CRlnc_118:ESlnc_7876;5.5932311619253055;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.90024065685828;5.951727099986074;6.149079178785563;5.702646430920188;5.895363847604781;5.784136265390709;5.528104475427529;5.509680843700679;5.266212260355523;5.576863476035579;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.693255513510895;5.6816416062989;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;6.761641535022176;6.6666332716840415;6.411717858971262;5.266212260355523;5.266212260355523;5.266212260355523;6.582840134177872;6.847204119227279;6.450323945809048;5.266212260355523;5.266212260355523;5.486986398748847;5.266212260355523;5.266212260355523;5.471257626517399;5.266212260355523;5.266212260355523;5.266212260355523;6.054714256044249;5.9650833994733095;6.118563796307693;5.52544140733025;5.266212260355523;5.688804430062297;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.5507778074153755;5.266212260355523;5.664006083995153;5.4916932904135844;5.266212260355523;6.1020160077048455;6.234375555862735;6.417315044783759;5.678864254705629;5.776283783833388;5.509256096401553;5.266212260355523;5.507627009762885;5.266212260355523;6.1835375552610925;6.193789872428855;6.425517210706941;5.6874708686736595;5.266212260355523;5.266212260355523;6.09347908861752;6.583145362212906;6.27654813604657;5.541120074879994;5.564465573523574;5.266212260355523;5.266212260355523;5.557654035561396;5.769755429729176;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.5619657534500435;5.724652343466542;5.482911776439468;5.484938723401211;5.266212260355523;7.630704025082004;7.047585890450103;7.369291817336219;5.199599508539844;6.696385032142015;6.669944183282979;7.3884882148838935;6.840203185918942;7.084297677431632;5.199599508539844;5.199599508539844;5.199599508539844
ATlnc_1294:ALlnc_1266:CRlnc_2432:ESlnc_7023;5.878473612804105;5.774004537530166;5.799432893629572;5.763679661807522;5.909603529059385;5.708459006302483;7.201374670290882;7.268055189310853;7.106094868786105;5.681575424493454;5.266212260355523;5.669211002216421;6.557276144498071;6.883959818834706;6.6043805720460425;5.900132333607026;5.842703668202748;5.6774891233503775;6.833479765499527;6.7433131860499165;6.695813413647238;5.92607517340738;5.823588826365575;5.901872117222682;6.327816881033056;6.2817140706277375;6.4638160621429925;6.656151483616456;6.807033084868265;6.836616917500256;6.8276337509175615;6.885566948479862;6.8579868864481295;5.647338535870637;5.266212260355523;5.266212260355523;6.9557209072199875;6.845588002769351;7.11029825696615;6.580780068241719;6.669398961301975;6.45670939171447;7.57991463113918;7.527200472063474;7.608600592908492;6.06776010691537;5.86253668464011;6.199002492464644;7.198668031484289;7.2389441440726;7.075538216978638;6.832417840768042;6.572270157520986;6.599062499475525;8.009501285323742;7.934630020115475;7.974773085284171;6.579401619343901;6.473703503775326;6.6486766767620695;6.5032640234756185;6.61579576241577;6.3642790269771154;6.19613901992657;6.119085119700551;6.148382854444583;6.6936688281411305;6.599975251796686;6.695951358185346;5.734576086869067;5.266212260355523;5.5986309530019644;6.182264621725714;5.8495246152358575;5.900978435852663;6.311391562541036;6.357051688066277;6.387141349182159;6.663860272057705;6.19762708291877;6.103892621834642;5.786995823335261;5.266212260355523;5.266212260355523;7.173361772125942;6.882834490642601;7.047273313324736;6.378848487132815;6.454186650830456;6.353286542188124;6.96987430326327;6.9297615012047915;6.8813306853128005;5.973771772583036;6.135928169903971;6.057721926058503;7.481848660271773;7.235119326949182;8.073394356275331;8.635598903920464;8.646139478223297;8.768075910892264;5.199599508539844;6.306299283790871;7.297103394891137;5.199599508539844;5.199599508539844;5.199599508539844
ATlnc_1347:ALlnc_7386:CRlnc_978:ESlnc_7211;6.139052706078719;6.013528385610706;5.677023516208239;5.527901636553425;5.487599589637934;5.648486396210001;6.169353862753606;6.371147472069291;6.1904056976214425;6.112275673454147;5.959536862247503;6.224465354792303;5.958990573559394;5.923887199224404;5.9756652995511566;5.735233463822791;5.709522887634199;5.663761837365559;5.686324714966849;5.896332005828698;5.982641846660807;5.978433931430832;5.831554262310861;5.897607384241512;5.765486196741316;5.791896822066504;5.593183906251181;5.679778210001319;5.6114117435341315;5.568641044276061;6.307294481166748;6.279753753458419;6.415231841880612;6.257474538706313;6.176370852178419;5.751146925704922;5.949090135082838;5.9617818677525936;6.070671126508602;5.786562456016213;5.662972165036029;5.612901306542175;5.960519202610339;5.991297728818048;6.093861057835177;5.928196344534762;6.163845098283882;6.138465136713775;6.007280953942616;6.320506624281172;6.158200794190149;5.492549402735389;5.596156499931644;5.266212260355523;6.094216052097981;6.2355049080177825;6.159306068645628;5.861358746282502;5.793538646843113;6.147379541120758;5.700393293927473;5.813070651525215;5.786720416995533;5.6631258683148165;5.6644759994573475;5.624205365705723;5.951528768818933;5.882297606233893;5.919470713279862;5.561386022786663;5.763231651211471;5.684199212314511;6.214035769586045;6.1288455610350905;5.937483937167051;5.491946027487988;5.788726888695617;5.483580607510846;6.113400171411059;5.800406056810164;6.264847903592684;6.279067188087279;5.971276719869375;5.997451838321207;5.578131579069397;5.862237843690151;5.720611586846154;5.685003762285026;5.624307676910184;5.560143358236671;6.201351578975817;6.109849001067265;6.118697074760507;5.628501289691334;5.634532381565897;5.765369387886002;5.199599508539844;5.199599508539844;5.199599508539844;6.836536824216919;6.349357822593392;6.764926350815575;5.199599508539844;5.199599508539844;6.220175551926825;5.199599508539844;5.199599508539844;5.199599508539844
ATlnc_136:ALlnc_142:CRlnc_130:ESlnc_603;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.475835594291517;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.494592574993211;5.541570850950455;5.521181415076537;5.523299658489219;5.266212260355523;5.550150560207747;5.4608661570067945;6.19677570950051;6.257594052497404;6.289212606566424;5.857217281682943;6.074692199059976;5.835228309418269;5.266212260355523;5.266212260355523;5.266212260355523;5.6137518948073675;5.266212260355523;5.266212260355523;6.2172151346869855;6.309811100374157;6.244236850630653;7.315177000242074;7.424438278782663;7.789576828358685;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;6.171543459096491;6.211437967579686;6.179869098309375;6.296372234794826;6.210213984384755;6.149986097459879;5.266212260355523;5.526889304376653;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;6.700308384005914;6.42688795158364;6.501845798470035;6.328872698924585;6.24213139860049;6.2298611708114375;5.266212260355523;5.266212260355523;5.699953607873912;5.824896358128295;5.740343945915015;5.964088195262013;6.101322997659494;6.254222251591095;6.2867748248125634;6.396107475630362;6.42509386769803;6.17355234180265;5.5919964579197075;5.266212260355523;5.266212260355523;6.578962384495365;6.645451560017275;6.785765276241677;5.985008647143954;5.838560468672836;5.717468545633314;5.266212260355523;5.586654747582797;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.792309401526378;5.622016245719426;5.932032423425027;6.211349665988815;6.433755180985137;6.102114227439356;5.199599508539844;5.199599508539844;5.199599508539844;6.462012370718526;6.560328649648259;6.532176876413173;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844
ATlnc_1363:ALlnc_1357:CRlnc_997:ESlnc_6962;5.914306754723488;5.664148665929509;5.804498843392762;5.715458322998097;5.645119558123934;5.859778994588704;5.90135620157093;5.818814155890191;5.798940568387406;6.377625222681633;6.315772108125995;6.401933485680057;5.266212260355523;5.72122566710642;5.725722470411523;5.618178804426948;5.620906726180691;5.266212260355523;5.8091385915690585;5.266212260355523;5.535208884802644;5.266212260355523;5.266212260355523;5.508062949132077;6.039735214728256;6.00759142865207;6.056381101828127;5.555550729173368;5.6824298823237145;5.266212260355523;5.839185560742799;5.266212260355523;5.671367510619854;5.555188450439597;5.752874882239543;5.556676890632162;6.701278670943802;6.605033754492889;6.674909556483094;6.137605451224911;6.050088854889847;6.3455037040480935;5.88949623386146;6.147513654156437;5.632733649734613;6.244087644948469;6.162429576890869;6.073269998530012;6.901921687705083;7.007716855436457;7.175121139509076;6.773382480043975;6.8032723483659066;6.810193423906937;6.480338894059233;6.664771664867975;6.610645349618151;6.692603441644406;6.512455094322972;6.725624637410325;6.807615392463387;6.779918207077593;6.832918335378334;6.385199977050186;6.345180878635809;6.3239939616099266;5.923680571513814;6.036063962570295;5.877776151565247;6.6557084264123345;6.645149205434659;6.55423643668099;6.593535166530289;6.4006762748100945;6.547401007364256;5.543618594927469;5.510025813249915;5.5332283761513095;5.810956710887064;5.562659286483063;5.266212260355523;6.617219328142225;6.547177046046116;6.918805383079076;7.764879294387479;7.8049802972931435;7.750636902366177;6.788935192823883;6.69246351187126;6.624532783756979;6.5660115744402825;6.620625475473573;6.6175926029040735;6.996201697215314;6.837135834606488;7.053972054668037;7.757156803173816;7.701956950437745;7.2724359679414405;5.199599508539844;6.181936066032522;5.199599508539844;9.016847158750318;8.904269582149691;9.105470347336706;8.966176959540697;8.741250048916443;9.084497302465131
ATlnc_1365:ALlnc_1359:CRlnc_999:ESlnc_6961;5.750415379979079;5.732557287226652;5.821242110491487;5.643278684165162;5.702207739871506;5.603877710922975;5.9334743025432655;5.826833224887333;5.931029545168666;6.0376385809706115;6.1083529862881365;6.113262513059686;5.266212260355523;5.474814243934874;5.266212260355523;5.919254442378513;5.7786256585458275;5.617929971229807;6.015316675082682;5.791325282197312;5.6979726076168875;5.598873781326905;5.495215056293376;5.586801986674698;5.266212260355523;5.605435586027952;5.5228558683269515;5.737142555786412;5.774650235309094;5.6434677612296795;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.449819146290624;5.533544510843866;5.847665435523882;5.871200621737107;5.933201115918736;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.488659192710366;5.266212260355523;5.447809096137208;5.61264326072005;5.558237892001289;5.469092174001612;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.82190744197755;5.843433158008678;5.723089913980032;6.54089650628278;6.423340331815924;6.359712307518581;5.800805873930988;5.77928370124964;5.266212260355523;6.6121412915845985;6.410462640112129;6.372106209905827;6.713102573156915;6.731412782184307;6.737837998304051;6.370143476354817;6.114698388848427;6.330886635507193;5.985780659125687;5.852652342732761;5.95090066984862;6.084720516658905;6.611816762934083;6.2658432094214165;5.266212260355523;5.516226430470365;5.443199282794258;5.587092464712193;5.841771516187204;5.714975979803132;5.790550840083649;5.266212260355523;5.795980326492873;5.266212260355523;5.47467668585053;5.266212260355523;8.908094799289984;8.627764297229476;8.6396427426974;7.682047059976084;7.632537363801715;7.501864887032496;6.850680815879417;8.191177222864418;7.647456386379724;5.199599508539844;5.199599508539844;5.199599508539844
ATlnc_1372:ALlnc_622:CRlnc_1194:ESlnc_7491;6.142337885002013;6.287839146800619;6.179356336139943;6.47105920894518;6.472172777806019;6.242086747935009;6.334041796886758;6.061522966322903;6.324938591203342;6.257315774675134;6.194591989528685;6.403266981525753;6.356910505632141;6.069422178187802;6.071979665676411;5.872024872136172;5.878104697556359;5.68660159808138;5.693585379447308;5.4763168327055665;5.4777543639979465;5.525091138414092;5.622289662302181;5.617795869584299;5.9725919878342415;6.627314957666385;6.382080615663823;5.931532637033242;6.1500186607460865;5.902679013600101;5.492596020733731;5.266212260355523;5.266212260355523;6.7191515390808885;6.581570876287447;6.718665956690051;6.184309335386079;5.5546221656388175;5.995709160068875;5.693171267191473;5.509026202529612;5.266212260355523;5.4525157517413385;5.541463801835262;5.554575826869076;6.05656589169492;6.0268441496124305;6.14931490215431;5.6155120658496305;5.266212260355523;5.266212260355523;5.266212260355523;5.614992641388926;5.5086019412236;5.445393582417415;5.266212260355523;5.266212260355523;6.185236685050819;6.2426059734188515;6.32313171219793;5.703673594195724;5.694433611097692;5.980563835798424;5.725821509442456;5.808889088925064;5.729843579825799;5.479084195519642;5.266212260355523;5.266212260355523;6.844360508748154;6.687813946783419;6.722469284450758;6.353289763705662;6.322006555289885;5.852295850647791;6.715363904367265;7.070398206498347;6.81700247987578;5.266212260355523;5.4997189100202455;5.503248697880687;7.018436585609153;7.284703164012568;7.283290323080981;5.808217975055607;6.046784573543958;6.13924028126905;5.761102698926797;5.800332535994985;5.802868078707714;5.266212260355523;5.529998763153559;5.4497336229523405;6.508324209642333;6.50391847038885;6.3237664850007675;8.37359666858343;8.384711610317916;7.307697106887447;9.901235417795037;9.925793902219423;9.793459765611663;6.006663419979231;5.199599508539844;6.07685385548181;8.543993105033554;8.741541926310687;8.855438111887835
ATlnc_1381:ALlnc_1375:CRlnc_1013:ESlnc_6951;6.805585419277191;6.9994770570181135;6.865592321470686;6.1767085206416406;6.332605725045317;6.180245310974022;6.427963845585365;6.332747784557462;6.320985991236066;7.701676277522179;7.63983314937098;7.918581166002471;6.851031335044419;6.720304725094426;6.6064627497760915;6.58681175781563;6.7514743180288495;6.758961672513346;6.913749731894658;6.864447054968431;6.226062601620763;6.857910311932563;6.728008563010196;6.8297267365986;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.536533630794127;5.266212260355523;6.009883763105364;5.665616987407859;5.722837696869746;5.690145331905078;5.729195729285709;5.609334296289521;5.847703243329534;5.697460086545314;5.635124202716085;6.137763025040252;5.982981277671892;5.91286158618916;6.159870634295196;6.093165784571909;5.884972636298922;5.913956610937661;5.784440372632642;6.114977542629417;6.170477916252092;6.19956081848069;6.213056898517187;6.234539113373146;6.114431422063349;6.097424945339129;5.266212260355523;5.564750408590381;5.266212260355523;5.493232854357502;5.5597122608671485;5.492745675568489;5.538272389179743;5.527181728932661;5.54309220159982;5.606125692590273;5.501367037923013;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.521723442622964;5.546033208959041;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.266212260355523;5.642810805756543;5.59903710321423;5.598643498597489;5.593267802598203;5.453469732418069;5.684175544879834;5.497975384959381;5.678703190816819;5.7889832689371605;5.782449515506957;5.6345283330085785;5.843290843017775;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844;7.13968072944124;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844;5.199599508539844
ATlnc_1441:ALlnc_1532:CRlnc_1120:ESlnc_7357;6.846538423143551;7.099041114369529;7.0532984310577875;6.420925723075896;6.524688297690903;6.320532500092687;7.628761890239823;7.744377219598546;7.6779580195603705;7.876436903724005;7.989482118492878;8.207548653798028;6.485237877222645;6.376513461267609;6.555152271065857;6.3785996603455395;6.193375041804525;6.240587464808571;7.054980808725349;7.401213799533914;6.954279130305525;7.034188787968104;7.025668669167295;6.982110009210585;6.270622645951808;6.5174625616356145;6.406104019114305;6.497192517349308;6.2948535564344255;6.371606742476252;5.796968125203676;5.972169881005248;5.699088236644176;6.7458734387874575;6.8251784202444705;6.990248328830775;6.061877409678948;6.0454680707882895;6.040756997199463;5.7647832177328935;5.7929755964507805;5.87447335617902;6.083364454588124;6.11953294030846;6.042476729308841;6.4689601463806925;6.621795225206576;6.581524096750122;6.740325132753705;6.864164647488313;6.817477182823943;6.607896046271831;6.7422236594449485;6.574241208884788;7.178364219761856;7.306606442641769;7.175833318375735;6.886220952103473;6.906054183763811;6.8789352774927774;5.862289763677197;5.949789380639168;5.884224254219793;6.7181613544679015;6.552122618016616;6.570044180325607;5.834197289102822;5.679602675449037;5.84421452754775;6.285047322221723;6.510227204089844;6.35196087755617;5.900161920617754;5.593212511995913;5.547723274815562;5.8871509231727535;5.690560121350112;5.864232259017269;5.266212260355523;5.266212260355523;6.096900664318397;5.858027181340775;5.9126737387390005;5.618108107251004;6.683990182991865;6.812236082155157;6.782154644136643;6.962043061011846;6.9286182535919;6.906219981738157;5.988240745951866;6.121397570948418;6.007604232257547;7.154689553493246;7.029509540299211;7.174698068549537;5.199599508539844;5.199599508539844;5.199599508539844;6.087687678920101;5.199599508539844;5.199599508539844;5.199599508539844;6.408013857311002;5.199599508539844;5.199599508539844;6.47215724651662;5.199599508539844
