"gene_id","biotype","source"
"ATlnc_5435","lnc_intergenic","DevSeq"
"ATlnc_5437","lnc_intergenic","DevSeq"
"ATlnc_5442","lnc_intergenic","DevSeq"
"ATlnc_5443","lnc_intergenic","DevSeq"
"ATlnc_546","lnc_intergenic","DevSeq"
"ATlnc_5465","lnc_intergenic","DevSeq"
"ATlnc_5468","lnc_intergenic","DevSeq"
"ATlnc_547","lnc_intergenic","DevSeq"
"ATlnc_5475","lnc_intergenic","DevSeq"
"ATlnc_5498","lnc_intergenic","DevSeq"
"ATlnc_550","lnc_intergenic","DevSeq"
"ATlnc_5500","lnc_intergenic","DevSeq"
"ATlnc_5507","lnc_intergenic","DevSeq"
"ATlnc_5508","lnc_intergenic","DevSeq"
"ATlnc_5510","lnc_intergenic","DevSeq"
"ATlnc_5525","lnc_intergenic","DevSeq"
"ATlnc_5530","lnc_intergenic","DevSeq"
"ATlnc_5534","lnc_intergenic","DevSeq"
"ATlnc_5538","lnc_intergenic","DevSeq"
"ATlnc_5539","lnc_intergenic","DevSeq"
"ATlnc_554","lnc_intergenic","DevSeq"
"ATlnc_5550","lnc_intergenic","DevSeq"
"ATlnc_5556","lnc_intergenic","DevSeq"
"ATlnc_556","lnc_intergenic","DevSeq"
"ATlnc_5564","lnc_intergenic","DevSeq"
"ATlnc_557","lnc_intergenic","DevSeq"
"ATlnc_5574","lnc_intergenic","DevSeq"
"ATlnc_5575","lnc_intergenic","DevSeq"
"ATlnc_5594","lnc_intergenic","DevSeq"
"ATlnc_5596","lnc_intergenic","DevSeq"
"ATlnc_5601","lnc_intergenic","DevSeq"
"ATlnc_5606","lnc_intergenic","DevSeq"
"ATlnc_5607","lnc_intergenic","DevSeq"
"ATlnc_5609","lnc_intergenic","DevSeq"
"ATlnc_561","lnc_intergenic","DevSeq"
"ATlnc_562","lnc_intergenic","DevSeq"
"ATlnc_5633","lnc_intergenic","DevSeq"
"ATlnc_5640","lnc_intergenic","DevSeq"
"ATlnc_565","lnc_intergenic","DevSeq"
"ATlnc_566","lnc_intergenic","DevSeq"
"ATlnc_5670","lnc_intergenic","DevSeq"
"ATlnc_5676","lnc_intergenic","DevSeq"
"ATlnc_5677","lnc_intergenic","DevSeq"
"ATlnc_568","lnc_intergenic","DevSeq"
"ATlnc_5682","lnc_intergenic","DevSeq"
"ATlnc_5683","lnc_intergenic","DevSeq"
"ATlnc_569","lnc_intergenic","DevSeq"
"ATlnc_5699","lnc_intergenic","DevSeq"
"ATlnc_5717","lnc_intergenic","DevSeq"
"ATlnc_5719","lnc_intergenic","DevSeq"
"ATlnc_572","lnc_intergenic","DevSeq"
"ATlnc_5723","lnc_intergenic","DevSeq"
"ATlnc_5724","lnc_intergenic","DevSeq"
"ATlnc_5726","lnc_intergenic","DevSeq"
"ATlnc_5727","lnc_intergenic","DevSeq"
"ATlnc_573","lnc_intergenic","DevSeq"
"ATlnc_5751","lnc_intergenic","DevSeq"
"ATlnc_5755","lnc_intergenic","DevSeq"
"ATlnc_5764","lnc_intergenic","DevSeq"
"ATlnc_577","lnc_intergenic","DevSeq"
"ATlnc_5779","lnc_intergenic","DevSeq"
"ATlnc_5781","lnc_intergenic","DevSeq"
"ATlnc_5784","lnc_intergenic","DevSeq"
"ATlnc_58","lnc_intergenic","DevSeq"
"ATlnc_5808","lnc_intergenic","DevSeq"
"ATlnc_581","lnc_intergenic","DevSeq"
"ATlnc_5815","lnc_intergenic","DevSeq"
"ATlnc_5818","lnc_intergenic","DevSeq"
"ATlnc_5819","lnc_intergenic","DevSeq"
"ATlnc_583","lnc_intergenic","DevSeq"
"ATlnc_5858","lnc_intergenic","DevSeq"
"ATlnc_586","lnc_intergenic","DevSeq"
"ATlnc_5889","lnc_intergenic","DevSeq"
"ATlnc_5893","lnc_intergenic","DevSeq"
"ATlnc_5894","lnc_intergenic","DevSeq"
"ATlnc_5902","lnc_intergenic","DevSeq"
"ATlnc_591","lnc_intergenic","DevSeq"
"ATlnc_5913","lnc_intergenic","DevSeq"
"ATlnc_5917","lnc_intergenic","DevSeq"
"ATlnc_5926","lnc_intergenic","DevSeq"
"ATlnc_593","lnc_intergenic","DevSeq"
"ATlnc_5933","lnc_intergenic","DevSeq"
"ATlnc_5937","lnc_intergenic","DevSeq"
"ATlnc_5938","lnc_intergenic","DevSeq"
"ATlnc_5943","lnc_intergenic","DevSeq"
"ATlnc_5954","lnc_intergenic","DevSeq"
"ATlnc_5959","lnc_intergenic","DevSeq"
"ATlnc_5970","lnc_intergenic","DevSeq"
"ATlnc_5974","lnc_intergenic","DevSeq"
"ATlnc_5975","lnc_intergenic","DevSeq"
"ATlnc_5981","lnc_intergenic","DevSeq"
"ATlnc_5983","lnc_intergenic","DevSeq"
"ATlnc_5986","lnc_intergenic","DevSeq"
"ATlnc_5988","lnc_intergenic","DevSeq"
"ATlnc_5989","lnc_intergenic","DevSeq"
"ATlnc_5990","lnc_intergenic","DevSeq"
"ATlnc_5991","lnc_intergenic","DevSeq"
"ATlnc_5992","lnc_intergenic","DevSeq"
"ATlnc_5993","lnc_intergenic","DevSeq"
"ATlnc_5996","lnc_intergenic","DevSeq"
"ATlnc_5998","lnc_intergenic","DevSeq"
"ATlnc_5999","lnc_intergenic","DevSeq"
"ATlnc_6000","lnc_intergenic","DevSeq"
"ATlnc_6001","lnc_intergenic","DevSeq"
"ATlnc_6002","lnc_intergenic","DevSeq"
"ATlnc_6004","lnc_intergenic","DevSeq"
"ATlnc_6005","lnc_intergenic","DevSeq"
"ATlnc_6006","lnc_intergenic","DevSeq"
"ATlnc_6007","lnc_intergenic","DevSeq"
"ATlnc_6008","lnc_intergenic","DevSeq"
"ATlnc_6009","lnc_intergenic","DevSeq"
"ATlnc_6010","lnc_intergenic","DevSeq"
"ATlnc_6012","lnc_intergenic","DevSeq"
"ATlnc_6013","lnc_intergenic","DevSeq"
"ATlnc_6014","lnc_intergenic","DevSeq"
"ATlnc_6015","lnc_intergenic","DevSeq"
"ATlnc_6016","lnc_intergenic","DevSeq"
"ATlnc_6017","lnc_intergenic","DevSeq"
"ATlnc_6018","lnc_intergenic","DevSeq"
"ATlnc_6022","lnc_intergenic","DevSeq"
"ATlnc_6028","lnc_intergenic","DevSeq"
"ATlnc_6034","lnc_intergenic","DevSeq"
"ATlnc_6035","lnc_intergenic","DevSeq"
"ATlnc_6038","lnc_intergenic","DevSeq"
"ATlnc_6039","lnc_intergenic","DevSeq"
"ATlnc_6042","lnc_intergenic","DevSeq"
"ATlnc_6047","lnc_intergenic","DevSeq"
"ATlnc_6048","lnc_intergenic","DevSeq"
"ATlnc_6051","lnc_intergenic","DevSeq"
"ATlnc_606","lnc_intergenic","DevSeq"
"ATlnc_6063","lnc_intergenic","DevSeq"
"ATlnc_6069","lnc_intergenic","DevSeq"
"ATlnc_607","lnc_intergenic","DevSeq"
"ATlnc_6070","lnc_intergenic","DevSeq"
"ATlnc_6072","lnc_intergenic","DevSeq"
"ATlnc_6089","lnc_intergenic","DevSeq"
"ATlnc_609","lnc_intergenic","DevSeq"
"ATlnc_6092","lnc_intergenic","DevSeq"
"ATlnc_610","lnc_intergenic","DevSeq"
"ATlnc_6101","lnc_intergenic","DevSeq"
"ATlnc_6105","lnc_intergenic","DevSeq"
"ATlnc_6106","lnc_intergenic","DevSeq"
"ATlnc_611","lnc_intergenic","DevSeq"
"ATlnc_612","lnc_intergenic","DevSeq"
"ATlnc_613","lnc_intergenic","DevSeq"
"ATlnc_6136","lnc_intergenic","DevSeq"
"ATlnc_6141","lnc_intergenic","DevSeq"
"ATlnc_6147","lnc_intergenic","DevSeq"
"ATlnc_6154","lnc_intergenic","DevSeq"
"ATlnc_6155","lnc_intergenic","DevSeq"
"ATlnc_6156","lnc_intergenic","DevSeq"
"ATlnc_616","lnc_intergenic","DevSeq"
"ATlnc_618","lnc_intergenic","DevSeq"
"ATlnc_6186","lnc_intergenic","DevSeq"
"ATlnc_6189","lnc_intergenic","DevSeq"
"ATlnc_619","lnc_intergenic","DevSeq"
"ATlnc_6192","lnc_intergenic","DevSeq"
"ATlnc_6198","lnc_intergenic","DevSeq"
"ATlnc_620","lnc_intergenic","DevSeq"
"ATlnc_6202","lnc_intergenic","DevSeq"
"ATlnc_6207","lnc_intergenic","DevSeq"
"ATlnc_621","lnc_intergenic","DevSeq"
"ATlnc_6211","lnc_intergenic","DevSeq"
"ATlnc_6212","lnc_intergenic","DevSeq"
"ATlnc_6214","lnc_intergenic","DevSeq"
"ATlnc_622","lnc_intergenic","DevSeq"
"ATlnc_6228","lnc_intergenic","DevSeq"
"ATlnc_6233","lnc_intergenic","DevSeq"
"ATlnc_6254","lnc_intergenic","DevSeq"
"ATlnc_6256","lnc_intergenic","DevSeq"
"ATlnc_6260","lnc_intergenic","DevSeq"
"ATlnc_6269","lnc_intergenic","DevSeq"
"ATlnc_6282","lnc_intergenic","DevSeq"
"ATlnc_6286","lnc_intergenic","DevSeq"
"ATlnc_6292","lnc_intergenic","DevSeq"
"ATlnc_6293","lnc_intergenic","DevSeq"
"ATlnc_6297","lnc_intergenic","DevSeq"
"ATlnc_6301","lnc_intergenic","DevSeq"
"ATlnc_6302","lnc_intergenic","DevSeq"
"ATlnc_6319","lnc_intergenic","DevSeq"
"ATlnc_6323","lnc_intergenic","DevSeq"
"ATlnc_6337","lnc_intergenic","DevSeq"
"ATlnc_634","lnc_intergenic","DevSeq"
"ATlnc_6342","lnc_intergenic","DevSeq"
"ATlnc_6360","lnc_intergenic","DevSeq"
"ATlnc_6362","lnc_intergenic","DevSeq"
"ATlnc_6373","lnc_intergenic","DevSeq"
"ATlnc_6386","lnc_intergenic","DevSeq"
"ATlnc_6387","lnc_intergenic","DevSeq"
"ATlnc_6388","lnc_intergenic","DevSeq"
"ATlnc_6390","lnc_intergenic","DevSeq"
"ATlnc_6398","lnc_intergenic","DevSeq"
"ATlnc_6407","lnc_intergenic","DevSeq"
"ATlnc_6408","lnc_intergenic","DevSeq"
"ATlnc_6410","lnc_intergenic","DevSeq"
"ATlnc_6412","lnc_intergenic","DevSeq"
"ATlnc_6418","lnc_intergenic","DevSeq"
"ATlnc_642","lnc_intergenic","DevSeq"
"ATlnc_644","lnc_intergenic","DevSeq"
"ATlnc_652","lnc_intergenic","DevSeq"
"ATlnc_663","lnc_intergenic","DevSeq"
"ATlnc_671","lnc_intergenic","DevSeq"
"ATlnc_68","lnc_intergenic","DevSeq"
"ATlnc_684","lnc_intergenic","DevSeq"
"ATlnc_686","lnc_intergenic","DevSeq"
"ATlnc_69","lnc_intergenic","DevSeq"
"ATlnc_697","lnc_intergenic","DevSeq"
"ATlnc_698","lnc_intergenic","DevSeq"
"ATlnc_700","lnc_intergenic","DevSeq"
"ATlnc_701","lnc_intergenic","DevSeq"
"ATlnc_705","lnc_intergenic","DevSeq"
"ATlnc_707","lnc_intergenic","DevSeq"
"ATlnc_708","lnc_intergenic","DevSeq"
"ATlnc_711","lnc_intergenic","DevSeq"
"ATlnc_712","lnc_intergenic","DevSeq"
"ATlnc_714","lnc_intergenic","DevSeq"
"ATlnc_715","lnc_intergenic","DevSeq"
"ATlnc_716","lnc_intergenic","DevSeq"
"ATlnc_719","lnc_intergenic","DevSeq"
"ATlnc_720","lnc_intergenic","DevSeq"
"ATlnc_731","lnc_intergenic","DevSeq"
"ATlnc_746","lnc_intergenic","DevSeq"
"ATlnc_76","lnc_intergenic","DevSeq"
"ATlnc_777","lnc_intergenic","DevSeq"
"ATlnc_807","lnc_intergenic","DevSeq"
"ATlnc_808","lnc_intergenic","DevSeq"
"ATlnc_815","lnc_intergenic","DevSeq"
"ATlnc_817","lnc_intergenic","DevSeq"
"ATlnc_820","lnc_intergenic","DevSeq"
"ATlnc_829","lnc_intergenic","DevSeq"
"ATlnc_831","lnc_intergenic","DevSeq"
"ATlnc_832","lnc_intergenic","DevSeq"
"ATlnc_862","lnc_intergenic","DevSeq"
"ATlnc_870","lnc_intergenic","DevSeq"
"ATlnc_871","lnc_intergenic","DevSeq"
"ATlnc_888","lnc_intergenic","DevSeq"
"ATlnc_903","lnc_intergenic","DevSeq"
"ATlnc_904","lnc_intergenic","DevSeq"
"ATlnc_913","lnc_intergenic","DevSeq"
"ATlnc_92","lnc_intergenic","DevSeq"
"ATlnc_926","lnc_intergenic","DevSeq"
"ATlnc_961","lnc_intergenic","DevSeq"
"ATlnc_969","lnc_intergenic","DevSeq"
"ATlnc_997","lnc_intergenic","DevSeq"
"ATcirc_00001","circRNA","DevSeq"
"ATcirc_00002","circRNA","DevSeq"
"ATcirc_00003","circRNA","DevSeq"
"ATcirc_00004","circRNA","DevSeq"
"ATcirc_00006","circRNA","DevSeq"
"ATcirc_00007","circRNA","DevSeq"
"ATcirc_00011","circRNA","DevSeq"
"ATcirc_00012","circRNA","DevSeq"
"ATcirc_00013","circRNA","DevSeq"
"ATcirc_00014","circRNA","DevSeq"
"ATcirc_00015","circRNA","DevSeq"
"ATcirc_00016","circRNA","DevSeq"
"ATcirc_00017","circRNA","DevSeq"
"ATcirc_00018","circRNA","DevSeq"
"ATcirc_00022","circRNA","DevSeq"
"ATcirc_00023","circRNA","DevSeq"
"ATcirc_00024","circRNA","DevSeq"
"ATcirc_00026","circRNA","DevSeq"
"ATcirc_00027","circRNA","DevSeq"
"ATcirc_00028","circRNA","DevSeq"
"ATcirc_00029","circRNA","DevSeq"
"ATcirc_00030","circRNA","DevSeq"
"ATcirc_00031","circRNA","DevSeq"
"ATcirc_00032","circRNA","DevSeq"
"ATcirc_00033","circRNA","DevSeq"
"ATcirc_00034","circRNA","DevSeq"
"ATcirc_00035","circRNA","DevSeq"
"ATcirc_00036","circRNA","DevSeq"
"ATcirc_00037","circRNA","DevSeq"
"ATcirc_00038","circRNA","DevSeq"
"ATcirc_00039","circRNA","DevSeq"
"ATcirc_00043","circRNA","DevSeq"
"ATcirc_00044","circRNA","DevSeq"
"ATcirc_00045","circRNA","DevSeq"
"ATcirc_00046","circRNA","DevSeq"
"ATcirc_00047","circRNA","DevSeq"
"ATcirc_00048","circRNA","DevSeq"
"ATcirc_00049","circRNA","DevSeq"
"ATcirc_00050","circRNA","DevSeq"
"ATcirc_00051","circRNA","DevSeq"
"ATcirc_00053","circRNA","DevSeq"
"ATcirc_00054","circRNA","DevSeq"
"ATcirc_00055","circRNA","DevSeq"
"ATcirc_00056","circRNA","DevSeq"
"ATcirc_00059","circRNA","DevSeq"
"ATcirc_00060","circRNA","DevSeq"
"ATcirc_00061","circRNA","DevSeq"
"ATcirc_00062","circRNA","DevSeq"
"ATcirc_00063","circRNA","DevSeq"
"ATcirc_00064","circRNA","DevSeq"
"ATcirc_00065","circRNA","DevSeq"
"ATcirc_00066","circRNA","DevSeq"
"ATcirc_00067","circRNA","DevSeq"
"ATcirc_00068","circRNA","DevSeq"
"ATcirc_00069","circRNA","DevSeq"
"ATcirc_00070","circRNA","DevSeq"
"ATcirc_00071","circRNA","DevSeq"
"ATcirc_00072","circRNA","DevSeq"
"ATcirc_00073","circRNA","DevSeq"
"ATcirc_00074","circRNA","DevSeq"
"ATcirc_00075","circRNA","DevSeq"
"ATcirc_00076","circRNA","DevSeq"
"ATcirc_00077","circRNA","DevSeq"
"ATcirc_00078","circRNA","DevSeq"
"ATcirc_00079","circRNA","DevSeq"
"ATcirc_00080","circRNA","DevSeq"
"ATcirc_00081","circRNA","DevSeq"
"ATcirc_00082","circRNA","DevSeq"
"ATcirc_00083","circRNA","DevSeq"
"ATcirc_00084","circRNA","DevSeq"
"ATcirc_00086","circRNA","DevSeq"
"ATcirc_00087","circRNA","DevSeq"
"ATcirc_00088","circRNA","DevSeq"
"ATcirc_00089","circRNA","DevSeq"
"ATcirc_00090","circRNA","DevSeq"
"ATcirc_00091","circRNA","DevSeq"
"ATcirc_00092","circRNA","DevSeq"
"ATcirc_00093","circRNA","DevSeq"
"ATcirc_00094","circRNA","DevSeq"
"ATcirc_00095","circRNA","DevSeq"
"ATcirc_00096","circRNA","DevSeq"
"ATcirc_00097","circRNA","DevSeq"
"ATcirc_00098","circRNA","DevSeq"
"ATcirc_00099","circRNA","DevSeq"
"ATcirc_00101","circRNA","DevSeq"
"ATcirc_00102","circRNA","DevSeq"
"ATcirc_00103","circRNA","DevSeq"
"ATcirc_00104","circRNA","DevSeq"
"ATcirc_00105","circRNA","DevSeq"
"ATcirc_00106","circRNA","DevSeq"
"ATcirc_00107","circRNA","DevSeq"
"ATcirc_00108","circRNA","DevSeq"
"ATcirc_00109","circRNA","DevSeq"
"ATcirc_00110","circRNA","DevSeq"
"ATcirc_00111","circRNA","DevSeq"
"ATcirc_00112","circRNA","DevSeq"
"ATcirc_00113","circRNA","DevSeq"
"ATcirc_00121","circRNA","DevSeq"
"ATcirc_00122","circRNA","DevSeq"
"ATcirc_00123","circRNA","DevSeq"
"ATcirc_00124","circRNA","DevSeq"
"ATcirc_00125","circRNA","DevSeq"
"ATcirc_00126","circRNA","DevSeq"
"ATcirc_00127","circRNA","DevSeq"
"ATcirc_00128","circRNA","DevSeq"
"ATcirc_00129","circRNA","DevSeq"
"ATcirc_00130","circRNA","DevSeq"
"ATcirc_00131","circRNA","DevSeq"
"ATcirc_00132","circRNA","DevSeq"
"ATcirc_00133","circRNA","DevSeq"
"ATcirc_00135","circRNA","DevSeq"
"ATcirc_00136","circRNA","DevSeq"
"ATcirc_00137","circRNA","DevSeq"
"ATcirc_00138","circRNA","DevSeq"
"ATcirc_00139","circRNA","DevSeq"
"ATcirc_00140","circRNA","DevSeq"
"ATcirc_00141","circRNA","DevSeq"
"ATcirc_00143","circRNA","DevSeq"
"ATcirc_00144","circRNA","DevSeq"
"ATcirc_00145","circRNA","DevSeq"
"ATcirc_00146","circRNA","DevSeq"
"ATcirc_00147","circRNA","DevSeq"
"ATcirc_00148","circRNA","DevSeq"
"ATcirc_00149","circRNA","DevSeq"
"ATcirc_00150","circRNA","DevSeq"
"ATcirc_00151","circRNA","DevSeq"
"ATcirc_00152","circRNA","DevSeq"
"ATcirc_00153","circRNA","DevSeq"
"ATcirc_00154","circRNA","DevSeq"
"ATcirc_00155","circRNA","DevSeq"
"ATcirc_00156","circRNA","DevSeq"
"ATcirc_00157","circRNA","DevSeq"
"ATcirc_00158","circRNA","DevSeq"
"ATcirc_00159","circRNA","DevSeq"
"ATcirc_00160","circRNA","DevSeq"
"ATcirc_00161","circRNA","DevSeq"
"ATcirc_00162","circRNA","DevSeq"
"ATcirc_00163","circRNA","DevSeq"
"ATcirc_00164","circRNA","DevSeq"
"ATcirc_00165","circRNA","DevSeq"
"ATcirc_00166","circRNA","DevSeq"
"ATcirc_00167","circRNA","DevSeq"
"ATcirc_00168","circRNA","DevSeq"
"ATcirc_00169","circRNA","DevSeq"
"ATcirc_00170","circRNA","DevSeq"
"ATcirc_00171","circRNA","DevSeq"
"ATcirc_00172","circRNA","DevSeq"
"ATcirc_00173","circRNA","DevSeq"
"ATcirc_00174","circRNA","DevSeq"
"ATcirc_00175","circRNA","DevSeq"
"ATcirc_00176","circRNA","DevSeq"
"ATcirc_00177","circRNA","DevSeq"
"ATcirc_00178","circRNA","DevSeq"
"ATcirc_00179","circRNA","DevSeq"
"ATcirc_00180","circRNA","DevSeq"
"ATcirc_00181","circRNA","DevSeq"
"ATcirc_00182","circRNA","DevSeq"
"ATcirc_00187","circRNA","DevSeq"
"ATcirc_00188","circRNA","DevSeq"
"ATcirc_00191","circRNA","DevSeq"
"ATcirc_00192","circRNA","DevSeq"
"ATcirc_00193","circRNA","DevSeq"
"ATcirc_00194","circRNA","DevSeq"
"ATcirc_00195","circRNA","DevSeq"
"ATcirc_00196","circRNA","DevSeq"
"ATcirc_00197","circRNA","DevSeq"
"ATcirc_00198","circRNA","DevSeq"
"ATcirc_00199","circRNA","DevSeq"
"ATcirc_00200","circRNA","DevSeq"
"ATcirc_00201","circRNA","DevSeq"
"ATcirc_00202","circRNA","DevSeq"
"ATcirc_00203","circRNA","DevSeq"
"ATcirc_00204","circRNA","DevSeq"
"ATcirc_00205","circRNA","DevSeq"
"ATcirc_00206","circRNA","DevSeq"
"ATcirc_00207","circRNA","DevSeq"
"ATcirc_00208","circRNA","DevSeq"
"ATcirc_00209","circRNA","DevSeq"
"ATcirc_00210","circRNA","DevSeq"
"ATcirc_00211","circRNA","DevSeq"
"ATcirc_00212","circRNA","DevSeq"
"ATcirc_00213","circRNA","DevSeq"
"ATcirc_00214","circRNA","DevSeq"
"ATcirc_00215","circRNA","DevSeq"
"ATcirc_00216","circRNA","DevSeq"
"ATcirc_00217","circRNA","DevSeq"
"ATcirc_00219","circRNA","DevSeq"
"ATcirc_00220","circRNA","DevSeq"
"ATcirc_00221","circRNA","DevSeq"
"ATcirc_00222","circRNA","DevSeq"
"ATcirc_00224","circRNA","DevSeq"
"ATcirc_00227","circRNA","DevSeq"
"ATcirc_00228","circRNA","DevSeq"
"ATcirc_00230","circRNA","DevSeq"
"ATcirc_00231","circRNA","DevSeq"
"ATcirc_00232","circRNA","DevSeq"
"ATcirc_00233","circRNA","DevSeq"
"ATcirc_00234","circRNA","DevSeq"
"ATcirc_00235","circRNA","DevSeq"
"ATcirc_00236","circRNA","DevSeq"
"ATcirc_00237","circRNA","DevSeq"
"ATcirc_00238","circRNA","DevSeq"
"ATcirc_00239","circRNA","DevSeq"
"ATcirc_00240","circRNA","DevSeq"
"ATcirc_00241","circRNA","DevSeq"
"ATcirc_00242","circRNA","DevSeq"
"ATcirc_00250","circRNA","DevSeq"
"ATcirc_00251","circRNA","DevSeq"
"ATcirc_00252","circRNA","DevSeq"
"ATcirc_00253","circRNA","DevSeq"
"ATcirc_00254","circRNA","DevSeq"
"ATcirc_00255","circRNA","DevSeq"
"ATcirc_00256","circRNA","DevSeq"
"ATcirc_00257","circRNA","DevSeq"
"ATcirc_00258","circRNA","DevSeq"
"ATcirc_00259","circRNA","DevSeq"
"ATcirc_00260","circRNA","DevSeq"
"ATcirc_00262","circRNA","DevSeq"
"ATcirc_00263","circRNA","DevSeq"
"ATcirc_00264","circRNA","DevSeq"
"ATcirc_00265","circRNA","DevSeq"
"ATcirc_00266","circRNA","DevSeq"
"ATcirc_00267","circRNA","DevSeq"
"ATcirc_00268","circRNA","DevSeq"
"ATcirc_00269","circRNA","DevSeq"
"ATcirc_00270","circRNA","DevSeq"
"ATcirc_00271","circRNA","DevSeq"
"ATcirc_00272","circRNA","DevSeq"
"ATcirc_00273","circRNA","DevSeq"
"ATcirc_00274","circRNA","DevSeq"
"ATcirc_00275","circRNA","DevSeq"
"ATcirc_00276","circRNA","DevSeq"
"ATcirc_00277","circRNA","DevSeq"
"ATcirc_00278","circRNA","DevSeq"
"ATcirc_00279","circRNA","DevSeq"
"ATcirc_00280","circRNA","DevSeq"
"ATcirc_00281","circRNA","DevSeq"
"ATcirc_00282","circRNA","DevSeq"
"ATcirc_00283","circRNA","DevSeq"
"ATcirc_00284","circRNA","DevSeq"
"ATcirc_00285","circRNA","DevSeq"
"ATcirc_00286","circRNA","DevSeq"
"ATcirc_00287","circRNA","DevSeq"
"ATcirc_00288","circRNA","DevSeq"
"ATcirc_00289","circRNA","DevSeq"
"ATcirc_00290","circRNA","DevSeq"
"ATcirc_00291","circRNA","DevSeq"
"ATcirc_00292","circRNA","DevSeq"
"ATcirc_00293","circRNA","DevSeq"
"ATcirc_00294","circRNA","DevSeq"
"ATcirc_00295","circRNA","DevSeq"
"ATcirc_00296","circRNA","DevSeq"
"ATcirc_00297","circRNA","DevSeq"
"ATcirc_00298","circRNA","DevSeq"
"ATcirc_00299","circRNA","DevSeq"
"ATcirc_00300","circRNA","DevSeq"
"ATcirc_00301","circRNA","DevSeq"
"ATcirc_00302","circRNA","DevSeq"
"ATcirc_00303","circRNA","DevSeq"
"ATcirc_00304","circRNA","DevSeq"
"ATcirc_00305","circRNA","DevSeq"
"ATcirc_00306","circRNA","DevSeq"
"ATcirc_00307","circRNA","DevSeq"
"ATcirc_00308","circRNA","DevSeq"
"ATcirc_00309","circRNA","DevSeq"
"ATcirc_00310","circRNA","DevSeq"
"ATcirc_00311","circRNA","DevSeq"
"ATcirc_00312","circRNA","DevSeq"
"ATcirc_00313","circRNA","DevSeq"
"ATcirc_00314","circRNA","DevSeq"
"ATcirc_00315","circRNA","DevSeq"
"ATcirc_00316","circRNA","DevSeq"
"ATcirc_00317","circRNA","DevSeq"
"ATcirc_00318","circRNA","DevSeq"
"ATcirc_00319","circRNA","DevSeq"
"ATcirc_00320","circRNA","DevSeq"
"ATcirc_00321","circRNA","DevSeq"
"ATcirc_00322","circRNA","DevSeq"
"ATcirc_00323","circRNA","DevSeq"
"ATcirc_00324","circRNA","DevSeq"
"ATcirc_00325","circRNA","DevSeq"
"ATcirc_00326","circRNA","DevSeq"
"ATcirc_00327","circRNA","DevSeq"
"ATcirc_00328","circRNA","DevSeq"
"ATcirc_00329","circRNA","DevSeq"
"ATcirc_00330","circRNA","DevSeq"
"ATcirc_00331","circRNA","DevSeq"
"ATcirc_00332","circRNA","DevSeq"
"ATcirc_00333","circRNA","DevSeq"
"ATcirc_00334","circRNA","DevSeq"
"ATcirc_00335","circRNA","DevSeq"
"ATcirc_00336","circRNA","DevSeq"
"ATcirc_00337","circRNA","DevSeq"
"ATcirc_00338","circRNA","DevSeq"
"ATcirc_00339","circRNA","DevSeq"
"ATcirc_00340","circRNA","DevSeq"
"ATcirc_00341","circRNA","DevSeq"
"ATcirc_00342","circRNA","DevSeq"
"ATcirc_00347","circRNA","DevSeq"
"ATcirc_00348","circRNA","DevSeq"
"ATcirc_00350","circRNA","DevSeq"
"ATcirc_00351","circRNA","DevSeq"
"ATcirc_00352","circRNA","DevSeq"
"ATcirc_00353","circRNA","DevSeq"
"ATcirc_00354","circRNA","DevSeq"
"ATcirc_00355","circRNA","DevSeq"
"ATcirc_00356","circRNA","DevSeq"
"ATcirc_00357","circRNA","DevSeq"
"ATcirc_00358","circRNA","DevSeq"
"ATcirc_00359","circRNA","DevSeq"
"ATcirc_00360","circRNA","DevSeq"
"ATcirc_00361","circRNA","DevSeq"
"ATcirc_00362","circRNA","DevSeq"
"ATcirc_00365","circRNA","DevSeq"
"ATcirc_00366","circRNA","DevSeq"
"ATcirc_00367","circRNA","DevSeq"
"ATcirc_00368","circRNA","DevSeq"
"ATcirc_00369","circRNA","DevSeq"
"ATcirc_00370","circRNA","DevSeq"
"ATcirc_00371","circRNA","DevSeq"
"ATcirc_00372","circRNA","DevSeq"
"ATcirc_00373","circRNA","DevSeq"
"ATcirc_00374","circRNA","DevSeq"
"ATcirc_00375","circRNA","DevSeq"
"ATcirc_00376","circRNA","DevSeq"
"ATcirc_00377","circRNA","DevSeq"
"ATcirc_00378","circRNA","DevSeq"
"ATcirc_00379","circRNA","DevSeq"
"ATcirc_00380","circRNA","DevSeq"
"ATcirc_00381","circRNA","DevSeq"
"ATcirc_00382","circRNA","DevSeq"
"ATcirc_00383","circRNA","DevSeq"
"ATcirc_00384","circRNA","DevSeq"
"ATcirc_00385","circRNA","DevSeq"
"ATcirc_00386","circRNA","DevSeq"
"ATcirc_00387","circRNA","DevSeq"
"ATcirc_00388","circRNA","DevSeq"
"ATcirc_00389","circRNA","DevSeq"
"ATcirc_00390","circRNA","DevSeq"
"ATcirc_00391","circRNA","DevSeq"
"ATcirc_00392","circRNA","DevSeq"
"ATcirc_00393","circRNA","DevSeq"
"ATcirc_00394","circRNA","DevSeq"
"ATcirc_00395","circRNA","DevSeq"
"ATcirc_00396","circRNA","DevSeq"
"ATcirc_00397","circRNA","DevSeq"
"ATcirc_00398","circRNA","DevSeq"
"ATcirc_00399","circRNA","DevSeq"
"ATcirc_00400","circRNA","DevSeq"
"ATcirc_00407","circRNA","DevSeq"
"ATcirc_00408","circRNA","DevSeq"
