"gene_id","biotype","source"
"ATlnc_4546","lnc_exonic_antisense","DevSeq"
"ATlnc_4547","lnc_exonic_antisense","DevSeq"
"ATlnc_4548","lnc_exonic_antisense","DevSeq"
"ATlnc_4549","lnc_exonic_antisense","DevSeq"
"ATlnc_4551","lnc_exonic_antisense","DevSeq"
"ATlnc_4552","lnc_exonic_antisense","DevSeq"
"ATlnc_456","lnc_exonic_antisense","DevSeq"
"ATlnc_4565","lnc_exonic_antisense","DevSeq"
"ATlnc_4570","lnc_exonic_antisense","DevSeq"
"ATlnc_4571","lnc_exonic_antisense","DevSeq"
"ATlnc_4574","lnc_exonic_antisense","DevSeq"
"ATlnc_458","lnc_exonic_antisense","DevSeq"
"ATlnc_4588","lnc_exonic_antisense","DevSeq"
"ATlnc_4589","lnc_exonic_antisense","DevSeq"
"ATlnc_459","lnc_exonic_antisense","DevSeq"
"ATlnc_4591","lnc_exonic_antisense","DevSeq"
"ATlnc_4596","lnc_exonic_antisense","DevSeq"
"ATlnc_4599","lnc_exonic_antisense","DevSeq"
"ATlnc_4600","lnc_exonic_antisense","DevSeq"
"ATlnc_4602","lnc_exonic_antisense","DevSeq"
"ATlnc_4603","lnc_exonic_antisense","DevSeq"
"ATlnc_4605","lnc_exonic_antisense","DevSeq"
"ATlnc_4608","lnc_exonic_antisense","DevSeq"
"ATlnc_461","lnc_exonic_antisense","DevSeq"
"ATlnc_4611","lnc_exonic_antisense","DevSeq"
"ATlnc_4614","lnc_exonic_antisense","DevSeq"
"ATlnc_4616","lnc_exonic_antisense","DevSeq"
"ATlnc_4619","lnc_exonic_antisense","DevSeq"
"ATlnc_4620","lnc_exonic_antisense","DevSeq"
"ATlnc_4623","lnc_exonic_antisense","DevSeq"
"ATlnc_4627","lnc_exonic_antisense","DevSeq"
"ATlnc_4632","lnc_exonic_antisense","DevSeq"
"ATlnc_4635","lnc_exonic_antisense","DevSeq"
"ATlnc_4638","lnc_exonic_antisense","DevSeq"
"ATlnc_4645","lnc_exonic_antisense","DevSeq"
"ATlnc_4646","lnc_exonic_antisense","DevSeq"
"ATlnc_4651","lnc_exonic_antisense","DevSeq"
"ATlnc_4656","lnc_exonic_antisense","DevSeq"
"ATlnc_4658","lnc_exonic_antisense","DevSeq"
"ATlnc_4659","lnc_exonic_antisense","DevSeq"
"ATlnc_466","lnc_exonic_antisense","DevSeq"
"ATlnc_4662","lnc_exonic_antisense","DevSeq"
"ATlnc_4667","lnc_exonic_antisense","DevSeq"
"ATlnc_467","lnc_exonic_antisense","DevSeq"
"ATlnc_4670","lnc_exonic_antisense","DevSeq"
"ATlnc_4671","lnc_exonic_antisense","DevSeq"
"ATlnc_4674","lnc_exonic_antisense","DevSeq"
"ATlnc_4675","lnc_exonic_antisense","DevSeq"
"ATlnc_4679","lnc_exonic_antisense","DevSeq"
"ATlnc_4684","lnc_exonic_antisense","DevSeq"
"ATlnc_4685","lnc_exonic_antisense","DevSeq"
"ATlnc_4686","lnc_exonic_antisense","DevSeq"
"ATlnc_4687","lnc_exonic_antisense","DevSeq"
"ATlnc_4688","lnc_exonic_antisense","DevSeq"
"ATlnc_4689","lnc_exonic_antisense","DevSeq"
"ATlnc_4690","lnc_exonic_antisense","DevSeq"
"ATlnc_4698","lnc_exonic_antisense","DevSeq"
"ATlnc_4699","lnc_exonic_antisense","DevSeq"
"ATlnc_4700","lnc_exonic_antisense","DevSeq"
"ATlnc_4702","lnc_exonic_antisense","DevSeq"
"ATlnc_4704","lnc_exonic_antisense","DevSeq"
"ATlnc_4705","lnc_exonic_antisense","DevSeq"
"ATlnc_4708","lnc_exonic_antisense","DevSeq"
"ATlnc_4712","lnc_exonic_antisense","DevSeq"
"ATlnc_4713","lnc_exonic_antisense","DevSeq"
"ATlnc_4718","lnc_exonic_antisense","DevSeq"
"ATlnc_4721","lnc_exonic_antisense","DevSeq"
"ATlnc_4722","lnc_exonic_antisense","DevSeq"
"ATlnc_4725","lnc_intronic_antisense","DevSeq"
"ATlnc_4728","lnc_exonic_antisense","DevSeq"
"ATlnc_4733","lnc_exonic_antisense","DevSeq"
"ATlnc_4734","lnc_exonic_antisense","DevSeq"
"ATlnc_4736","lnc_exonic_antisense","DevSeq"
"ATlnc_4737","lnc_exonic_antisense","DevSeq"
"ATlnc_4738","lnc_exonic_antisense","DevSeq"
"ATlnc_4740","lnc_exonic_antisense","DevSeq"
"ATlnc_4741","lnc_exonic_antisense","DevSeq"
"ATlnc_4742","lnc_exonic_antisense","DevSeq"
"ATlnc_4743","lnc_exonic_antisense","DevSeq"
"ATlnc_4744","lnc_exonic_antisense","DevSeq"
"ATlnc_4745","lnc_exonic_antisense","DevSeq"
"ATlnc_4746","lnc_exonic_antisense","DevSeq"
"ATlnc_4749","lnc_exonic_antisense","DevSeq"
"ATlnc_4753","lnc_exonic_antisense","DevSeq"
"ATlnc_4757","lnc_exonic_antisense","DevSeq"
"ATlnc_476","lnc_exonic_antisense","DevSeq"
"ATlnc_4760","lnc_exonic_antisense","DevSeq"
"ATlnc_4762","lnc_exonic_antisense","DevSeq"
"ATlnc_4763","lnc_exonic_antisense","DevSeq"
"ATlnc_4765","lnc_exonic_antisense","DevSeq"
"ATlnc_4766","lnc_exonic_antisense","DevSeq"
"ATlnc_4768","lnc_exonic_antisense","DevSeq"
"ATlnc_4771","lnc_exonic_antisense","DevSeq"
"ATlnc_4772","lnc_exonic_antisense","DevSeq"
"ATlnc_4774","lnc_exonic_antisense","DevSeq"
"ATlnc_4775","lnc_exonic_antisense","DevSeq"
"ATlnc_4777","lnc_exonic_antisense","DevSeq"
"ATlnc_4780","lnc_exonic_antisense","DevSeq"
"ATlnc_4781","lnc_exonic_antisense","DevSeq"
"ATlnc_4783","lnc_exonic_antisense","DevSeq"
"ATlnc_4787","lnc_exonic_antisense","DevSeq"
"ATlnc_4789","lnc_exonic_antisense","DevSeq"
"ATlnc_4790","lnc_exonic_antisense","DevSeq"
"ATlnc_4791","lnc_exonic_antisense","DevSeq"
"ATlnc_4792","lnc_exonic_antisense","DevSeq"
"ATlnc_4793","lnc_exonic_antisense","DevSeq"
"ATlnc_4795","lnc_exonic_antisense","DevSeq"
"ATlnc_4796","lnc_exonic_antisense","DevSeq"
"ATlnc_4797","lnc_exonic_antisense","DevSeq"
"ATlnc_4799","lnc_exonic_antisense","DevSeq"
"ATlnc_4800","lnc_exonic_antisense","DevSeq"
"ATlnc_4801","lnc_exonic_antisense","DevSeq"
"ATlnc_4803","lnc_exonic_antisense","DevSeq"
"ATlnc_4804","lnc_exonic_antisense","DevSeq"
"ATlnc_481","lnc_exonic_antisense","DevSeq"
"ATlnc_4811","lnc_exonic_antisense","DevSeq"
"ATlnc_4812","lnc_exonic_antisense","DevSeq"
"ATlnc_4813","lnc_exonic_antisense","DevSeq"
"ATlnc_4814","lnc_exonic_antisense","DevSeq"
"ATlnc_4815","lnc_exonic_antisense","DevSeq"
"ATlnc_4816","lnc_exonic_antisense","DevSeq"
"ATlnc_4818","lnc_exonic_antisense","DevSeq"
"ATlnc_4819","lnc_exonic_antisense","DevSeq"
"ATlnc_482","lnc_exonic_antisense","DevSeq"
"ATlnc_4820","lnc_exonic_antisense","DevSeq"
"ATlnc_4821","lnc_exonic_antisense","DevSeq"
"ATlnc_4825","lnc_exonic_antisense","DevSeq"
"ATlnc_4826","lnc_exonic_antisense","DevSeq"
"ATlnc_4827","lnc_exonic_antisense","DevSeq"
"ATlnc_4828","lnc_exonic_antisense","DevSeq"
"ATlnc_4829","lnc_exonic_antisense","DevSeq"
"ATlnc_4830","lnc_exonic_antisense","DevSeq"
"ATlnc_4832","lnc_exonic_antisense","DevSeq"
"ATlnc_4836","lnc_exonic_antisense","DevSeq"
"ATlnc_4837","lnc_exonic_antisense","DevSeq"
"ATlnc_484","lnc_exonic_antisense","DevSeq"
"ATlnc_4840","lnc_exonic_antisense","DevSeq"
"ATlnc_4841","lnc_exonic_antisense","DevSeq"
"ATlnc_4842","lnc_exonic_antisense","DevSeq"
"ATlnc_4843","lnc_exonic_antisense","DevSeq"
"ATlnc_4845","lnc_exonic_antisense","DevSeq"
"ATlnc_4847","lnc_exonic_antisense","DevSeq"
"ATlnc_4848","lnc_exonic_antisense","DevSeq"
"ATlnc_485","lnc_exonic_antisense","DevSeq"
"ATlnc_4851","lnc_exonic_antisense","DevSeq"
"ATlnc_4852","lnc_exonic_antisense","DevSeq"
"ATlnc_4854","lnc_exonic_antisense","DevSeq"
"ATlnc_4855","lnc_exonic_antisense","DevSeq"
"ATlnc_4858","lnc_exonic_antisense","DevSeq"
"ATlnc_486","lnc_exonic_antisense","DevSeq"
"ATlnc_4860","lnc_exonic_antisense","DevSeq"
"ATlnc_4865","lnc_exonic_antisense","DevSeq"
"ATlnc_4866","lnc_exonic_antisense","DevSeq"
"ATlnc_4867","lnc_exonic_antisense","DevSeq"
"ATlnc_4868","lnc_exonic_antisense","DevSeq"
"ATlnc_4876","lnc_exonic_antisense","DevSeq"
"ATlnc_4877","lnc_exonic_antisense","DevSeq"
"ATlnc_488","lnc_exonic_antisense","DevSeq"
"ATlnc_4880","lnc_exonic_antisense","DevSeq"
"ATlnc_4881","lnc_exonic_antisense","DevSeq"
"ATlnc_4883","lnc_exonic_antisense","DevSeq"
"ATlnc_4884","lnc_exonic_antisense","DevSeq"
"ATlnc_4885","lnc_exonic_antisense","DevSeq"
"ATlnc_4886","lnc_exonic_antisense","DevSeq"
"ATlnc_4887","lnc_exonic_antisense","DevSeq"
"ATlnc_4890","lnc_exonic_antisense","DevSeq"
"ATlnc_4891","lnc_exonic_antisense","DevSeq"
"ATlnc_4892","lnc_exonic_antisense","DevSeq"
"ATlnc_4893","lnc_exonic_antisense","DevSeq"
"ATlnc_4894","lnc_exonic_antisense","DevSeq"
"ATlnc_4895","lnc_exonic_antisense","DevSeq"
"ATlnc_4897","lnc_exonic_antisense","DevSeq"
"ATlnc_4898","lnc_exonic_antisense","DevSeq"
"ATlnc_49","lnc_exonic_antisense","DevSeq"
"ATlnc_4900","lnc_exonic_antisense","DevSeq"
"ATlnc_4902","lnc_exonic_antisense","DevSeq"
"ATlnc_4904","lnc_exonic_antisense","DevSeq"
"ATlnc_4905","lnc_exonic_antisense","DevSeq"
"ATlnc_4907","lnc_exonic_antisense","DevSeq"
"ATlnc_4909","lnc_exonic_antisense","DevSeq"
"ATlnc_491","lnc_exonic_antisense","DevSeq"
"ATlnc_4911","lnc_exonic_antisense","DevSeq"
"ATlnc_4914","lnc_exonic_antisense","DevSeq"
"ATlnc_4915","lnc_exonic_antisense","DevSeq"
"ATlnc_4917","lnc_exonic_antisense","DevSeq"
"ATlnc_4918","lnc_exonic_antisense","DevSeq"
"ATlnc_4922","lnc_exonic_antisense","DevSeq"
"ATlnc_4923","lnc_exonic_antisense","DevSeq"
"ATlnc_4926","lnc_exonic_antisense","DevSeq"
"ATlnc_4927","lnc_exonic_antisense","DevSeq"
"ATlnc_4928","lnc_exonic_antisense","DevSeq"
"ATlnc_4929","lnc_exonic_antisense","DevSeq"
"ATlnc_493","lnc_exonic_antisense","DevSeq"
"ATlnc_4930","lnc_exonic_antisense","DevSeq"
"ATlnc_4934","lnc_exonic_antisense","DevSeq"
"ATlnc_494","lnc_exonic_antisense","DevSeq"
"ATlnc_4940","lnc_exonic_antisense","DevSeq"
"ATlnc_4941","lnc_exonic_antisense","DevSeq"
"ATlnc_4943","lnc_exonic_antisense","DevSeq"
"ATlnc_4944","lnc_exonic_antisense","DevSeq"
"ATlnc_4945","lnc_exonic_antisense","DevSeq"
"ATlnc_4946","lnc_exonic_antisense","DevSeq"
"ATlnc_4950","lnc_exonic_antisense","DevSeq"
"ATlnc_4951","lnc_exonic_antisense","DevSeq"
"ATlnc_4952","lnc_exonic_antisense","DevSeq"
"ATlnc_4954","lnc_exonic_antisense","DevSeq"
"ATlnc_4958","lnc_exonic_antisense","DevSeq"
"ATlnc_4960","lnc_exonic_antisense","DevSeq"
"ATlnc_4964","lnc_exonic_antisense","DevSeq"
"ATlnc_4965","lnc_exonic_antisense","DevSeq"
"ATlnc_4966","lnc_exonic_antisense","DevSeq"
"ATlnc_4967","lnc_exonic_antisense","DevSeq"
"ATlnc_4968","lnc_exonic_antisense","DevSeq"
"ATlnc_4969","lnc_exonic_antisense","DevSeq"
"ATlnc_4970","lnc_exonic_antisense","DevSeq"
"ATlnc_4972","lnc_exonic_antisense","DevSeq"
"ATlnc_4974","lnc_exonic_antisense","DevSeq"
"ATlnc_4975","lnc_exonic_antisense","DevSeq"
"ATlnc_4976","lnc_exonic_antisense","DevSeq"
"ATlnc_498","lnc_exonic_antisense","DevSeq"
"ATlnc_4983","lnc_exonic_antisense","DevSeq"
"ATlnc_4990","lnc_exonic_antisense","DevSeq"
"ATlnc_4991","lnc_exonic_antisense","DevSeq"
"ATlnc_4994","lnc_exonic_antisense","DevSeq"
"ATlnc_4995","lnc_exonic_antisense","DevSeq"
"ATlnc_4996","lnc_exonic_antisense","DevSeq"
"ATlnc_4999","lnc_exonic_antisense","DevSeq"
"ATlnc_5001","lnc_exonic_antisense","DevSeq"
"ATlnc_5002","lnc_exonic_antisense","DevSeq"
"ATlnc_5003","lnc_exonic_antisense","DevSeq"
"ATlnc_5004","lnc_exonic_antisense","DevSeq"
"ATlnc_5007","lnc_exonic_antisense","DevSeq"
"ATlnc_5009","lnc_exonic_antisense","DevSeq"
"ATlnc_5011","lnc_exonic_antisense","DevSeq"
"ATlnc_5019","lnc_exonic_antisense","DevSeq"
"ATlnc_502","lnc_exonic_antisense","DevSeq"
"ATlnc_5020","lnc_exonic_antisense","DevSeq"
"ATlnc_5021","lnc_exonic_antisense","DevSeq"
"ATlnc_5023","lnc_exonic_antisense","DevSeq"
"ATlnc_5024","lnc_exonic_antisense","DevSeq"
"ATlnc_5025","lnc_exonic_antisense","DevSeq"
"ATlnc_5026","lnc_exonic_antisense","DevSeq"
"ATlnc_5027","lnc_exonic_antisense","DevSeq"
"ATlnc_503","lnc_exonic_antisense","DevSeq"
"ATlnc_5032","lnc_exonic_antisense","DevSeq"
"ATlnc_5033","lnc_exonic_antisense","DevSeq"
"ATlnc_504","lnc_exonic_antisense","DevSeq"
"ATlnc_5043","lnc_exonic_antisense","DevSeq"
"ATlnc_5044","lnc_exonic_antisense","DevSeq"
"ATlnc_5045","lnc_exonic_antisense","DevSeq"
"ATlnc_5046","lnc_exonic_antisense","DevSeq"
"ATlnc_5047","lnc_exonic_antisense","DevSeq"
"ATlnc_5048","lnc_exonic_antisense","DevSeq"
"ATlnc_5049","lnc_exonic_antisense","DevSeq"
"ATlnc_505","lnc_exonic_antisense","DevSeq"
"ATlnc_5052","lnc_exonic_antisense","DevSeq"
"ATlnc_5053","lnc_exonic_antisense","DevSeq"
"ATlnc_5062","lnc_exonic_antisense","DevSeq"
"ATlnc_5063","lnc_exonic_antisense","DevSeq"
"ATlnc_5064","lnc_exonic_antisense","DevSeq"
"ATlnc_5070","lnc_exonic_antisense","DevSeq"
"ATlnc_5073","lnc_exonic_antisense","DevSeq"
"ATlnc_5075","lnc_exonic_antisense","DevSeq"
"ATlnc_5076","lnc_exonic_antisense","DevSeq"
"ATlnc_5077","lnc_exonic_antisense","DevSeq"
"ATlnc_5078","lnc_exonic_antisense","DevSeq"
"ATlnc_5080","lnc_exonic_antisense","DevSeq"
"ATlnc_5081","lnc_exonic_antisense","DevSeq"
"ATlnc_5088","lnc_exonic_antisense","DevSeq"
"ATlnc_5094","lnc_exonic_antisense","DevSeq"
"ATlnc_5095","lnc_exonic_antisense","DevSeq"
"ATlnc_5098","lnc_exonic_antisense","DevSeq"
"ATlnc_5099","lnc_exonic_antisense","DevSeq"
"ATlnc_51","lnc_exonic_antisense","DevSeq"
"ATlnc_5100","lnc_exonic_antisense","DevSeq"
"ATlnc_5101","lnc_exonic_antisense","DevSeq"
"ATlnc_5102","lnc_exonic_antisense","DevSeq"
"ATlnc_5103","lnc_exonic_antisense","DevSeq"
"ATlnc_5105","lnc_exonic_antisense","DevSeq"
"ATlnc_5106","lnc_exonic_antisense","DevSeq"
"ATlnc_511","lnc_exonic_antisense","DevSeq"
"ATlnc_5111","lnc_exonic_antisense","DevSeq"
"ATlnc_5114","lnc_exonic_antisense","DevSeq"
"ATlnc_5121","lnc_exonic_antisense","DevSeq"
"ATlnc_5122","lnc_exonic_antisense","DevSeq"
"ATlnc_5127","lnc_exonic_antisense","DevSeq"
"ATlnc_5130","lnc_exonic_antisense","DevSeq"
"ATlnc_5131","lnc_exonic_antisense","DevSeq"
"ATlnc_5132","lnc_exonic_antisense","DevSeq"
"ATlnc_5134","lnc_exonic_antisense","DevSeq"
"ATlnc_5136","lnc_exonic_antisense","DevSeq"
"ATlnc_5141","lnc_exonic_antisense","DevSeq"
"ATlnc_5145","lnc_exonic_antisense","DevSeq"
"ATlnc_5146","lnc_exonic_antisense","DevSeq"
"ATlnc_5152","lnc_exonic_antisense","DevSeq"
"ATlnc_5154","lnc_exonic_antisense","DevSeq"
"ATlnc_5157","lnc_exonic_antisense","DevSeq"
"ATlnc_5160","lnc_exonic_antisense","DevSeq"
"ATlnc_5164","lnc_exonic_antisense","DevSeq"
"ATlnc_5165","lnc_exonic_antisense","DevSeq"
"ATlnc_5167","lnc_exonic_antisense","DevSeq"
"ATlnc_5168","lnc_exonic_antisense","DevSeq"
"ATlnc_517","lnc_exonic_antisense","DevSeq"
"ATlnc_5170","lnc_exonic_antisense","DevSeq"
"ATlnc_5171","lnc_exonic_antisense","DevSeq"
"ATlnc_5172","lnc_exonic_antisense","DevSeq"
"ATlnc_5175","lnc_exonic_antisense","DevSeq"
"ATlnc_5178","lnc_exonic_antisense","DevSeq"
"ATlnc_5179","lnc_exonic_antisense","DevSeq"
"ATlnc_5180","lnc_exonic_antisense","DevSeq"
"ATlnc_5182","lnc_exonic_antisense","DevSeq"
"ATlnc_5187","lnc_exonic_antisense","DevSeq"
"ATlnc_5188","lnc_exonic_antisense","DevSeq"
"ATlnc_5192","lnc_exonic_antisense","DevSeq"
"ATlnc_5193","lnc_exonic_antisense","DevSeq"
"ATlnc_5195","lnc_exonic_antisense","DevSeq"
"ATlnc_5197","lnc_exonic_antisense","DevSeq"
"ATlnc_5204","lnc_exonic_antisense","DevSeq"
"ATlnc_5205","lnc_exonic_antisense","DevSeq"
"ATlnc_5206","lnc_exonic_antisense","DevSeq"
"ATlnc_5207","lnc_exonic_antisense","DevSeq"
"ATlnc_5208","lnc_exonic_antisense","DevSeq"
"ATlnc_5210","lnc_exonic_antisense","DevSeq"
"ATlnc_5211","lnc_exonic_antisense","DevSeq"
"ATlnc_5213","lnc_exonic_antisense","DevSeq"
"ATlnc_5214","lnc_exonic_antisense","DevSeq"
"ATlnc_5215","lnc_exonic_antisense","DevSeq"
"ATlnc_523","lnc_exonic_antisense","DevSeq"
"ATlnc_5230","lnc_exonic_antisense","DevSeq"
"ATlnc_5231","lnc_exonic_antisense","DevSeq"
"ATlnc_5234","lnc_exonic_antisense","DevSeq"
"ATlnc_5238","lnc_exonic_antisense","DevSeq"
"ATlnc_524","lnc_exonic_antisense","DevSeq"
"ATlnc_5241","lnc_exonic_antisense","DevSeq"
"ATlnc_5245","lnc_exonic_antisense","DevSeq"
"ATlnc_525","lnc_exonic_antisense","DevSeq"
"ATlnc_5251","lnc_exonic_antisense","DevSeq"
"ATlnc_5253","lnc_exonic_antisense","DevSeq"
"ATlnc_526","lnc_exonic_antisense","DevSeq"
"ATlnc_5270","lnc_exonic_antisense","DevSeq"
"ATlnc_5273","lnc_exonic_antisense","DevSeq"
"ATlnc_5280","lnc_exonic_antisense","DevSeq"
"ATlnc_5285","lnc_exonic_antisense","DevSeq"
"ATlnc_5287","lnc_exonic_antisense","DevSeq"
"ATlnc_5288","lnc_exonic_antisense","DevSeq"
"ATlnc_5289","lnc_exonic_antisense","DevSeq"
"ATlnc_5292","lnc_exonic_antisense","DevSeq"
"ATlnc_5299","lnc_exonic_antisense","DevSeq"
"ATlnc_53","lnc_exonic_antisense","DevSeq"
"ATlnc_5302","lnc_exonic_antisense","DevSeq"
"ATlnc_5314","lnc_exonic_antisense","DevSeq"
"ATlnc_5315","lnc_exonic_antisense","DevSeq"
"ATlnc_5321","lnc_exonic_antisense","DevSeq"
"ATlnc_5323","lnc_exonic_antisense","DevSeq"
"ATlnc_5324","lnc_exonic_antisense","DevSeq"
"ATlnc_5328","lnc_exonic_antisense","DevSeq"
"ATlnc_5330","lnc_exonic_antisense","DevSeq"
"ATlnc_5331","lnc_exonic_antisense","DevSeq"
"ATlnc_5336","lnc_exonic_antisense","DevSeq"
"ATlnc_5337","lnc_exonic_antisense","DevSeq"
"ATlnc_5341","lnc_exonic_antisense","DevSeq"
"ATlnc_5343","lnc_exonic_antisense","DevSeq"
"ATlnc_5344","lnc_exonic_antisense","DevSeq"
"ATlnc_5346","lnc_exonic_antisense","DevSeq"
"ATlnc_5348","lnc_exonic_antisense","DevSeq"
"ATlnc_5349","lnc_exonic_antisense","DevSeq"
"ATlnc_5352","lnc_exonic_antisense","DevSeq"
"ATlnc_5354","lnc_exonic_antisense","DevSeq"
"ATlnc_5359","lnc_exonic_antisense","DevSeq"
"ATlnc_5360","lnc_exonic_antisense","DevSeq"
"ATlnc_5361","lnc_exonic_antisense","DevSeq"
"ATlnc_5363","lnc_exonic_antisense","DevSeq"
"ATlnc_5365","lnc_exonic_antisense","DevSeq"
"ATlnc_5369","lnc_exonic_antisense","DevSeq"
"ATlnc_5372","lnc_exonic_antisense","DevSeq"
"ATlnc_5374","lnc_exonic_antisense","DevSeq"
"ATlnc_5375","lnc_exonic_antisense","DevSeq"
"ATlnc_5376","lnc_exonic_antisense","DevSeq"
"ATlnc_5377","lnc_exonic_antisense","DevSeq"
"ATlnc_5378","lnc_exonic_antisense","DevSeq"
"ATlnc_5380","lnc_exonic_antisense","DevSeq"
"ATlnc_5386","lnc_exonic_antisense","DevSeq"
"ATlnc_5388","lnc_exonic_antisense","DevSeq"
"ATlnc_5389","lnc_exonic_antisense","DevSeq"
"ATlnc_5390","lnc_exonic_antisense","DevSeq"
"ATlnc_5391","lnc_exonic_antisense","DevSeq"
"ATlnc_5393","lnc_exonic_antisense","DevSeq"
"ATlnc_5395","lnc_exonic_antisense","DevSeq"
"ATlnc_5396","lnc_exonic_antisense","DevSeq"
"ATlnc_5399","lnc_exonic_antisense","DevSeq"
"ATlnc_5400","lnc_exonic_antisense","DevSeq"
"ATlnc_5401","lnc_exonic_antisense","DevSeq"
"ATlnc_5406","lnc_exonic_antisense","DevSeq"
"ATlnc_5409","lnc_exonic_antisense","DevSeq"
"ATlnc_5413","lnc_exonic_antisense","DevSeq"
"ATlnc_5414","lnc_exonic_antisense","DevSeq"
"ATlnc_5415","lnc_exonic_antisense","DevSeq"
"ATlnc_5417","lnc_exonic_antisense","DevSeq"
"ATlnc_542","lnc_exonic_antisense","DevSeq"
"ATlnc_5423","lnc_exonic_antisense","DevSeq"
"ATlnc_5425","lnc_exonic_antisense","DevSeq"
"ATlnc_5426","lnc_exonic_antisense","DevSeq"
"ATlnc_5427","lnc_exonic_antisense","DevSeq"
"ATlnc_5429","lnc_exonic_antisense","DevSeq"
"ATlnc_5430","lnc_exonic_antisense","DevSeq"
"ATlnc_5431","lnc_exonic_antisense","DevSeq"
"ATlnc_5433","lnc_exonic_antisense","DevSeq"
"ATlnc_5439","lnc_exonic_antisense","DevSeq"
"ATlnc_5440","lnc_exonic_antisense","DevSeq"
"ATlnc_5441","lnc_exonic_antisense","DevSeq"
"ATlnc_5445","lnc_exonic_antisense","DevSeq"
"ATlnc_5449","lnc_exonic_antisense","DevSeq"
"ATlnc_5451","lnc_exonic_antisense","DevSeq"
"ATlnc_5453","lnc_exonic_antisense","DevSeq"
"ATlnc_5454","lnc_exonic_antisense","DevSeq"
"ATlnc_5457","lnc_exonic_antisense","DevSeq"
"ATlnc_5458","lnc_exonic_antisense","DevSeq"
"ATlnc_5461","lnc_exonic_antisense","DevSeq"
"ATlnc_5462","lnc_exonic_antisense","DevSeq"
"ATlnc_5463","lnc_exonic_antisense","DevSeq"
"ATlnc_5464","lnc_exonic_antisense","DevSeq"
"ATlnc_5467","lnc_exonic_antisense","DevSeq"
"ATlnc_5469","lnc_exonic_antisense","DevSeq"
"ATlnc_5470","lnc_exonic_antisense","DevSeq"
"ATlnc_5472","lnc_exonic_antisense","DevSeq"
"ATlnc_5478","lnc_exonic_antisense","DevSeq"
"ATlnc_5479","lnc_exonic_antisense","DevSeq"
"ATlnc_5480","lnc_exonic_antisense","DevSeq"
"ATlnc_5481","lnc_exonic_antisense","DevSeq"
"ATlnc_5482","lnc_exonic_antisense","DevSeq"
"ATlnc_5483","lnc_exonic_antisense","DevSeq"
"ATlnc_5484","lnc_exonic_antisense","DevSeq"
"ATlnc_5485","lnc_exonic_antisense","DevSeq"
"ATlnc_5487","lnc_exonic_antisense","DevSeq"
"ATlnc_549","lnc_exonic_antisense","DevSeq"
"ATlnc_5490","lnc_exonic_antisense","DevSeq"
"ATlnc_5491","lnc_exonic_antisense","DevSeq"
"ATlnc_5493","lnc_exonic_antisense","DevSeq"
"ATlnc_5495","lnc_exonic_antisense","DevSeq"
"ATlnc_5501","lnc_exonic_antisense","DevSeq"
"ATlnc_5503","lnc_exonic_antisense","DevSeq"
"ATlnc_5504","lnc_exonic_antisense","DevSeq"
"ATlnc_5505","lnc_exonic_antisense","DevSeq"
"ATlnc_5506","lnc_exonic_antisense","DevSeq"
"ATlnc_5509","lnc_exonic_antisense","DevSeq"
"ATlnc_5511","lnc_exonic_antisense","DevSeq"
"ATlnc_5513","lnc_exonic_antisense","DevSeq"
"ATlnc_5518","lnc_exonic_antisense","DevSeq"
"ATlnc_5519","lnc_exonic_antisense","DevSeq"
"ATlnc_5520","lnc_exonic_antisense","DevSeq"
"ATlnc_5521","lnc_exonic_antisense","DevSeq"
"ATlnc_5522","lnc_exonic_antisense","DevSeq"
"ATlnc_5524","lnc_exonic_antisense","DevSeq"
"ATlnc_5527","lnc_exonic_antisense","DevSeq"
"ATlnc_5529","lnc_exonic_antisense","DevSeq"
"ATlnc_5531","lnc_exonic_antisense","DevSeq"
"ATlnc_5535","lnc_exonic_antisense","DevSeq"
"ATlnc_5540","lnc_exonic_antisense","DevSeq"
"ATlnc_5541","lnc_exonic_antisense","DevSeq"
"ATlnc_5542","lnc_exonic_antisense","DevSeq"
"ATlnc_5543","lnc_exonic_antisense","DevSeq"
"ATlnc_5544","lnc_exonic_antisense","DevSeq"
"ATlnc_5545","lnc_exonic_antisense","DevSeq"
"ATlnc_5547","lnc_exonic_antisense","DevSeq"
"ATlnc_5548","lnc_exonic_antisense","DevSeq"
"ATlnc_5549","lnc_exonic_antisense","DevSeq"
"ATlnc_555","lnc_exonic_antisense","DevSeq"
"ATlnc_5552","lnc_exonic_antisense","DevSeq"
"ATlnc_5553","lnc_exonic_antisense","DevSeq"
"ATlnc_5554","lnc_exonic_antisense","DevSeq"
"ATlnc_5555","lnc_exonic_antisense","DevSeq"
"ATlnc_5558","lnc_exonic_antisense","DevSeq"
"ATlnc_5559","lnc_exonic_antisense","DevSeq"
"ATlnc_5561","lnc_exonic_antisense","DevSeq"
"ATlnc_5563","lnc_exonic_antisense","DevSeq"
"ATlnc_5568","lnc_exonic_antisense","DevSeq"
"ATlnc_5569","lnc_exonic_antisense","DevSeq"
"ATlnc_5570","lnc_exonic_antisense","DevSeq"
"ATlnc_5572","lnc_exonic_antisense","DevSeq"
"ATlnc_5578","lnc_exonic_antisense","DevSeq"
"ATlnc_5579","lnc_exonic_antisense","DevSeq"
"ATlnc_558","lnc_exonic_antisense","DevSeq"
"ATlnc_5581","lnc_exonic_antisense","DevSeq"
